V01,P006,L04,時は。えさらぬめだうのとをさしこめ。こなたかなた
V01,P006,L05,心をあはせて。はしたなめわづらはせ給時もおほ
V01,P006,L06,かり。ことにふれてかずしらずくるしきことのみ
V01,P006,L07,まさればいといたう思ひわびたるをいとゞあはれと
V01,P006,L08,御覧じて後凉殿にもとよりさふらひ給更衣
V01,P006,L09,のざうしを。ほかにうつさせ給て。うへつぼねにた
V01,P006,L10,まはす。そのうらみましてやらんかたなし
V01,P008,L01,このみこみつになり給とし御はかまぎのこと
V01,P008,L02,一の宮にたてまつりしにをとらずくらづかさ
V01,P008,L03,おさめとのゝものをつくして。いみじうせさせ給ふ。
V01,P008,L04,それにつけても世のそしりのみおほかれど。この
V01,P008,L05,みこのをよすけもておはする御かたち心ばへあり
V01,P008,L06,がたくめづらしきまでみえ給を。えそねみあへ給は
V01,P008,L07,ず。ものゝ心しり給人は。かゝる人も世にいでおはするも
V01,P008,L08,のなりけりと。あさましきまでめをおどろかし
V01,P008,L09,給ふそのとしの夏みやす所はかなきこゝちに
V01,P008,L10,わづらひてまかでなむとし給をいとまさらに
V01,P008,L11,ゆるさせ給はず。としごろつねのあづしさになり
V01,P009,L01,給へれば。御めなれて猶しばしこゝろみよとのたまは
V01,P009,L02,するに日々にをもり給てたゞ五六日のほどに
V01,P009,L03,いとよはうなれば。はゝぎみなく＋＋そうして。
V01,P009,L04,まかでさせたてまつり給ふ。かゝるおりにも
V01,P009,L05,あるまじきはぢもこそと。こゝろづかひ
V01,P009,L06,してみこをばとゞめたてまつりて忍びて出給ふ
V01,P009,L07,かぎりあればさのみもえとゞめさせ給はず御覧
V01,P009,L08,じだにをくらぬおぼつかなさを。いふかたなく
V01,P009,L09,おぼさるいとにほひやかにうつくしげなる人の
V01,P009,L10,いたうおもやせて。いとあはれと物を思ひしみ
V01,P009,L11,ながらことにいでゝも聞えやらずあるかなきか
V01,P010,L01,にきえいりつゝものし給を御らんずるにきし
V01,P010,L02,かた行末おぼしめされずよろづのことをなく
V01,P010,L03,＋＋ちぎりのたまはすれど御いらへもえきこえ給
V01,P010,L04,はず。まみなどもいとたゆげにて。いとゞなよ＋＋
V01,P010,L05,とわれかのけしきにてふしたればいかさまにかと
V01,P010,L06,おぼしめしまどはる。てぐるまのせんじなどの
V01,P010,L07,給はせても。又いらせ給てはさらにゆるさせ給は
V01,P010,L08,ず。かぎりあらんみちにも。をくれさきだゝじと
V01,P010,L09,ちぎらせ給けるを。さりともうちすてゝはえゆ
V01,P010,L10,きやらじとの給はするを女もいといみじと
V01,P010,L11,みたてまつりて
V01,P011,L01,△△かぎりとてわかるゝ道のかなしきにいかま
V01,P011,L02,ほしきは命成けりいとかく思ふ給へましかばと
V01,P011,L03,いきもたえつゝきこえまほしげなることは
V01,P011,L04,ありげなれどいとくるしげにたゆげなればかく
V01,P011,L05,ながらともかくもならんを御らんじはてんとお
V01,P011,L06,ぼしめすに。けふはじむべきいのりどもさるべき
V01,P011,L07,人々＄うけたまはれる。こよひよりと聞えいそがせ
V01,P011,L08,ば。わりなくおもほしながらまかでさせ給ひつ。御
V01,P011,L09,むねのみつとふたがりて。つゆまどろまれずあかし
V01,P011,L10,かねさせ給。御つかひのゆきかふほどもなきに。なを
V01,P011,L11,いぶせさをかぎりなくの給はせつるを。夜なかうち
V01,P012,L01,すぐるほどになんたえはて給ぬるとてなきさは
V01,P012,L02,げば御つかひもいとあへなくてかへりまいりぬき
V01,P012,L03,こしめす御心まどひ。なに事＄もおぼしめしわか
V01,P012,L04,れずこもりおはしますみこはかくてもいと御らん
V01,P012,L05,ぜまほしけれど。かゝるほどにさふらひ給れいなき
V01,P012,L06,ことなれば。まかで給なんとす。なにごとかあらん共
V01,P012,L07,おもほしたらずさふらふ人々のなきまどひうへも
V01,P012,L08,御なみだのひまなくながれおはしますを。あやしと
V01,P012,L09,みたてまつり給へるを。よろしきことにだに。
V01,P012,L10,かゝるわかれのかなしからぬはなきわざなるを。ま
V01,P012,L11,してあはれにいふかひなし。かぎりあればれいの
V01,P013,L01,さほうにおさめたてまつるを。はゝ北のかたおなじ
V01,P013,L02,けふりにものぼりなんとなきこがれ給て。御をくり
V01,P013,L03,の女房のくるまにしたひのり給てをたぎといふ
V01,P013,L04,所に。いといかめしうそのさほうしたるに。おはし
V01,P013,L05,つきたるこゝちいかばかりかはありけんむなしき
V01,P013,L06,御からをみる＋＋。猶おはするものと思ふがいとかひ
V01,P013,L07,なければはいになり給はんをみたてまつりて今は
V01,P013,L08,なき人とひたふるに思ひなりなんと。さかしう
V01,P013,L09,の給つれど。くるまよりおちぬべうまどひ給へば。さ
V01,P013,L10,は思ひつかしと人々もてわづらひ聞ゆうちより
V01,P013,L11,御つかひあり三位のくらゐをくり給よし勅使き
V01,P014,L01,てその宣命よむなんかなしきことなりける女御と
V01,P014,L02,だにいはせずなりぬるが。あかずくちおしうおぼ
V01,P014,L03,さるれば。いまひときざみのくらゐをだにと。をくら
V01,P014,L04,せ給なりけり。是につけてもにくみ給人＋＋＄おほ
V01,P014,L05,かり。物おもひしり給ふは。さまかたちなどのめでた
V01,P014,L06,かりしこと。心ばせのなだらかにめやすくにくみ
V01,P014,L07,がたかりし事など。いまぞおぼしいづる。さまあし
V01,P014,L08,き御もてなしゆへこそ。すげなうそねみ給しが。
V01,P014,L09,人がらのあはれになさけありし御心をうへの女房な
V01,P014,L10,ども恋しのびあへりなくてぞとはかゝるおりに
V01,P014,L11,やとみえたりはかなく日比すぎて後のわざなどにも
V01,P015,L01,こまかにとふらはせ給ふほどふるまゝにせんかた
V01,P015,L02,なうかなしうおぼさるゝに。御かた＋＋＄のとのゐ
V01,P015,L03,などもたえてし給はず。たゞなみだにひちてあか
V01,P015,L04,しくらさせ給へばみたてまつる人さへ露けき秋
V01,P015,L05,なり。なきあとまで人のむねあくまじかりける
V01,P015,L06,人の御おぼえかなとぞ弘徽殿などには猶ゆるし
V01,P015,L07,なうの給ける一の宮をみたてまつらせ給ふにも
V01,P015,L08,わかみやの御恋しさのみおもほしいでつゝした
V01,P015,L09,しき女房御めのとなどをつかはしつゝありさま
V01,P015,L10,をきこしめす野分だちてにはかにはたさむ
V01,P015,L11,き夕暮のほどつねよりもおぼしいづること
V01,P016,L01,おほくてゆげひの命婦といふをつかはす
V01,P016,L02,夕づく夜のおかしきほどにいだしたてさせ
V01,P016,L03,給ふてやがてながめおはします。かうやうのおりは。
V01,P016,L04,御あそびなどせさせ給しに。心ことなる物のねを
V01,P016,L05,かきならしきこえ出ることの葉も人よりはこと
V01,P016,L06,なりしけはひかたちの。おもかげにつとそひてお
V01,P016,L07,ぼさるゝにもやみのうつゝにはなををとりけり命
V01,P016,L08,婦かしこにまかでつきてかどひきいるゝよりけは
V01,P016,L09,ひあはれなりやもめずみなれど人ひとりの御かし
V01,P016,L10,づきにとかくつくろひたてゝ。めやすきほどに
V01,P016,L11,てすぐし給つるをやみにくれてふし給へる
V01,P017,L01,ほどにくさもたかくなり野分にいとゞあれ
V01,P017,L02,たるこゝちして月かげばかりぞやへむぐらにも
V01,P017,L03,さはらずさし入たる。みなみおもてにおろして。
V01,P017,L04,はゝぎみとみにえものもの給はずいまゝで
V01,P017,L05,とまり侍るがいとうきをかゝる御つかひのよも
V01,P017,L06,ぎふのつゆわけ入給につけても。はづかしう
V01,P017,L07,なんとて。げにえたふまじくない給ふ
V01,P019,L01,まいりてはいとゞ心ぐるしう心ぎもゝつくるやう
V01,P019,L02,になんと内侍のすけのそうしたまひしを
V01,P019,L03,もの思ひ給へしらぬこゝちにも。げにこそいと
V01,P019,L04,しのびがたう侍けれとて。やゝためらひておほ
V01,P019,L05,せごとつたえ聞ゆ。しばしはゆめかとのみたどら
V01,P019,L06,れしを。やう＋＋おもひしづまるにしも。さむべ
V01,P019,L07,きかたなくたへがたきは。いかにすべきわざにか
V01,P019,L08,とも。とひあはすべき人だになきを。しのびて
V01,P019,L09,はまいり給なんやわかみやのいとおぼつかなく露
V01,P019,L10,けきなかにすぐし給も。心ぐるしうおぼさるゝ
V01,P019,L11,を。とくまいり給へなど。はか＋＋＄しうものたま
V01,P020,L01,はせやらず。むせかへらせ給つゝ。かつは人も心よは
V01,P020,L02,くみたてまつるらんと。おぼしつゝまぬにしも
V01,P020,L03,あらぬ御けしきの心ぐるしさにうけたまはり
V01,P020,L04,もはてぬやうにてなんまかで侍りぬるとて。御文
V01,P020,L05,たてまつるめもみえ侍らぬにかくかしこきおほせごと
V01,P020,L06,をひかりにてなんとてみ給ほどへばすこしうち
V01,P020,L07,まぎるゝこともやと。まちすぐす月日にそへて。いと
V01,P020,L08,しのびがたきはわりなきわざになん。いはけなき
V01,P020,L09,人もいかにと思ひやりつゝ。もろともにはぐゝまぬ
V01,P020,L10,おぼつかなさを。いまはなをむかしのかたみになず
V01,P020,L11,らへてものし給へなど。こまやかにかゝせ給へり
V01,P021,L01,△△みやぎのゝつゆふきむすぶ風のをとに小萩
V01,P021,L02,がもとを思ひこそやれとあれどえ見給はてずいの
V01,P021,L03,ちながさのいとつらうおもふ給へしらるゝに松のお
V01,P021,L04,もはんことだにはづかしう思給へ侍ればもゝしぎ
V01,P021,L05,にゆきかひ侍らんことは。ましていとはゞかりおほ
V01,P021,L06,くなん。かしこきおほせごとをたび＋＋うけたま
V01,P021,L07,はりながら。身づからはえなん思ひ給へたつまじき。
V01,P021,L08,わか宮はいかにおもほししるにかまいり給はんこと
V01,P021,L09,をのみなんおぼしいそぐめれば。ことはりにかな
V01,P021,L10,しうみたてまつり侍るなど。うち＋＋に思給へる
V01,P021,L11,さまをそうし給へ。ゆゝしき身にはべれば。かく
V01,P022,L01,ておはしますもいま＋＋しうかたじけなくなど
V01,P022,L02,の給宮はおほとのごもりにけりみたてまつりて
V01,P022,L03,くはしく御有さまもそうし侍らまほしきをま
V01,P022,L04,ちおはしますらんを夜ふけ侍りぬべしとていそぐ
V01,P022,L05,くれまどふ心のやみもたへがたきかたはしをだに
V01,P022,L06,はるくばかりに聞えまほしう侍をわたくしにも
V01,P022,L07,心のどかにまかでたまへ。としごろうれしくおも
V01,P022,L08,だゝしきつゐでにてたちより給し物を。かゝる
V01,P022,L09,御せうそこにてみたてまつる。返々つれなき命
V01,P022,L10,にも侍かな。むまれし時よりおもふ心ありし人
V01,P022,L11,にて故大納言いまはとなるまでたゞ此人の宮づかへ
V01,P023,L01,のほいかならずとげさせたてまつれ我なくなりぬ
V01,P023,L02,とてくちおしう思ひくづおるなと返々いさめを
V01,P023,L03,かれ侍しかば。はか＋＋＄しううしろみ思ふ人なきま
V01,P023,L04,じらひは。中＋＋なるべきことゝおもふたまへながら。
V01,P023,L05,たゞかのゆいごむをたがへじとばかりに。いだし
V01,P023,L06,たて侍しを身にあまるまでの御心ざしのよろづ
V01,P023,L07,にかたじけなきに。人げなきはぢをかくしつゝまじ
V01,P023,L08,らひ給ふめりつるを。人のそねみふかくつもり。やすから
V01,P023,L09,ぬことおほくなりそひ侍に。よこさまなるやうにて
V01,P023,L10,つゐにかくなり侍ぬれば。かへりてはつらくなん。かし
V01,P023,L11,こき御心ざしを思ふ給へられ侍るこれもわりなき
V01,P024,L01,心のやみになどいひもやらず。むせかへり給ほどに
V01,P024,L02,夜もふけぬうへもしかなんわが御心ながらあな
V01,P024,L03,がちに人めおどろくばかりおぼされしも。ながゝる
V01,P024,L04,まじき成けりと。いまはつらかりける人のちぎり
V01,P024,L05,になん。世にいさゝかも人の心をまげたることはあら
V01,P024,L06,じとおもふを。たゞこの人ゆへにて。あまたさる
V01,P024,L07,まじき人のうらみをおひし。はて＋＋はかううち
V01,P024,L08,すてられて。心おさめむかたなきに。いとゞ人わろう
V01,P024,L09,かたくなになりはべるもさきの世ゆかしうなんと
V01,P024,L10,うち返しつゝ御しほたれがちにのみおはし
V01,P024,L11,ますとかたりて。つきせずなく＋＋夜いたうふけぬ
V01,P025,L01,れば。こよひすぐさず御かへりそうせんといそぎま
V01,P025,L02,いる月は入がたの空きようすみわたれるにかぜ
V01,P025,L03,いと凉しく吹て草村の虫のこゑ＋＋もよほし
V01,P025,L04,がほなるも。いとたちはなれにくき草のもとなり
V01,P025,L05,△△すゞ虫のこゑのかぎりをつくしてもながき
V01,P025,L06,夜あかずふるなみだかなえものりやらず
V01,P025,L07,△△いとゞしく虫のねしげきあさぢふに露をき
V01,P025,L08,そふる雲のうへ人かごとも聞えつべくなんといはせ
V01,P025,L09,給ふ。おかしき御をくりものなどあるべきおりにも
V01,P025,L10,あらねばたゞかの御形見にとてかゝるようもやとの
V01,P025,L11,こし給へりける御さうぞくひとくだり御くし
V01,P026,L01,あげのでうどめく物そへ給ふわかき人々かなしき
V01,P026,L02,ことはさらにもいはず内わたりを朝夕にならひて
V01,P026,L03,いとさう＋＋しくうへの御ありさまなどおもひいで
V01,P026,L04,聞ゆれば。とくまいり給はんことをそゞのかし聞
V01,P026,L05,ゆれど。かくいま＋＋しき身のそひたてまつらんも
V01,P026,L06,いと人きゝうかるべし。またみたてまつらでしばしも
V01,P026,L07,あらんはいとうしろめたう思ひ聞え給て。すか＋＋
V01,P026,L08,ともえまいらせたてまつりたまはぬなりけり。命婦＄
V01,P026,L09,はまだおほとのごもらせたまはざりけるをあはれに
V01,P026,L10,みたてまつる。おまへのつぼせんざいのいとおもしろき
V01,P026,L11,さかりなるを御らんずるやうにて。忍びやかに心にくき
V01,P027,L01,かぎりの女房四五人さふらはせ給て御物語せさせ
V01,P027,L02,給成けり此比あけくれ御らんずる長恨哥の御ゑ
V01,P027,L03,亭子院のかゝせ給ていせつらゆきによませ給へる
V01,P027,L04,やまと言のはをももろこしのうたをもたゞその
V01,P027,L05,すぢをぞまくらことにせさせ給。いとこまやかに
V01,P027,L06,有さまをとはせ給哀なりつること忍びやかに
V01,P027,L07,そうす御返り御らんずればいともかしこきはをき所も
V01,P027,L08,侍らず。かゝるおほせごとにつけても。かきくらすみだり心＄ちになん
V01,P027,L09,△△あらき風ふせぎしかげのかれしよりこはぎ
V01,P027,L10,がうへぞしづ心なき。などやうにみだりがはしき
V01,P027,L11,を心おさめざりけるほどゝ御らんじゆるすべし
V01,P029,L01,いとかうしもみえじとおぼししづむれどさらに
V01,P029,L02,え忍びあへさせ給はず御らんじはじめし年月
V01,P029,L03,のことさへかきあつめ。よろづにおぼしつゞけら
V01,P029,L04,れて時のまもおぼつかなかりしをかくても月
V01,P029,L05,日はへにけりと。あさましうおぼしめさる。
V01,P029,L06,故大納言のゆいごむあやまたず宮づかへのほいふ
V01,P029,L07,かくものしたりしよろこびは。かひあるさまに
V01,P029,L08,とこそ思ひわたりつれ。いふかひなしやとうちの
V01,P029,L09,たまはせていと哀におぼしやるかくてもをの
V01,P029,L10,づからわか宮などおひいで給はゞ。さるべきつい
V01,P029,L11,でもありなん。命ながくとこそおもひねんぜめ
V01,P030,L01,などの給はすかのをくりもの御らんぜさすなき
V01,P030,L02,人のすみかたづねいでたりけん。しるしのかんざし
V01,P030,L03,ならましかばとおもほすもいとかひなし
V01,P030,L04,△△尋ね行まぼろしもがなつてにても玉のあ
V01,P030,L05,りかをそことしるべくゑにかける楊貴妃のかたち
V01,P030,L06,はいみじきゑしといへども筆かぎりありければ
V01,P030,L07,いとにほひなし大液の芙蓉未央の柳もげに
V01,P030,L08,かよひたりしかたちを。からめいたるよそひはうるは
V01,P030,L09,しうこそありけめ。なつかしうらうたげなりし
V01,P030,L10,をおぼしいづるに花鳥の色にもねにもよそふべ
V01,P030,L11,きかたぞなき朝夕のことくさにはねをならべえだを
V01,P031,L01,かはさむとちぎらせ給しにかなはざりける命の
V01,P031,L02,ほどぞつきせずうらめしき風のをと虫のねに
V01,P031,L03,つけてものゝみかなしうおぼさるゝに弘徽殿に
V01,P031,L04,はひさしううへの御つぼねにもまうのぼり給
V01,P031,L05,はず。月のおもしろきに夜ふくるまであそびをぞ
V01,P031,L06,し給なるいとすさまじうものしときこしめす
V01,P031,L07,此比の御けしきをみたてまつるうへ人女房などは
V01,P031,L08,かたはらいたしときゝけりいとをしだちかど＋＋
V01,P031,L09,しき所ものし給ふ御かたにて。ことにもあらず
V01,P031,L10,おぼしけちてもてなし給なるべし。月もいりぬ
V01,P031,L11,△△雲のうへもなみだにくるゝ秋の月いかですむ
V01,P032,L01,覧あさぢふの宿おぼしやりつゝともし火をかゝ
V01,P032,L02,げつくしておきおはします右近のつかさのとの
V01,P032,L03,ゐ申のこゑ聞ゆるはうしになりぬる成べし
V01,P032,L04,人めをおぼしてよるのおとゞにいらせ給ても
V01,P032,L05,まどろませ給ことかたし。あしたにおきさせ給ふ
V01,P032,L06,とてもあくるもしらでとおぼしいづるにも猶あさ
V01,P032,L07,まつりごとはをこたらせ給ぬべかめり。ものなども
V01,P032,L08,きこしめさず。あさがれゐのけしきばかりふれさせ
V01,P032,L09,給て大床子の御ものなどはいとはるかにおぼし
V01,P032,L10,めしたれば。はいぜんにさふらふかぎりは。心ぐるしき
V01,P032,L11,御けしきをみたてまつりなげくすべてちかう
V01,P033,L01,さふらふかぎりはおとこ女いとわりなきわざかな
V01,P033,L02,といひあはせつゝなげく。さるべきちぎりこそはお
V01,P033,L03,はしましけめ。そこらの人のそしりうらみをもはゞ
V01,P033,L04,からせ給はず。この御ことにふれたることをば。だう
V01,P033,L05,りをもうしなはせたまひ。いまはたかく世のなかの
V01,P033,L06,ことをもおぼしすてたるやうになりゆくは。いと
V01,P033,L07,たい＋＋＄しきわざなりと。人のみかどのためしまで
V01,P033,L08,ひきいでさゝめきなげきけり月日へてわか宮
V01,P033,L09,まいり給ぬ。いとゞこの世の物ならずきよらにおよ
V01,P033,L10,すけ給へればいとゞゆゝしうおぼしたりあくる
V01,P033,L11,としのはる坊さだまり給にもいとひきこさまほし
V01,P034,L01,うおぼせど。御うしろみすべき人もなく。また世の
V01,P034,L02,うけひくまじきことなれば。中々あやうく覚しはゞ
V01,P034,L03,かりて。色にもいださせ給はずなりぬるを。さばかり
V01,P034,L04,おぼしたれど。かぎりこそありけれと。世の人もき
V01,P034,L05,こえ女御も御こゝろおちゐ給ぬかの御おば北のかた
V01,P034,L06,なぐさむかたなくおぼししづみておはすらむ
V01,P034,L07,所にだにたづねゆかんとねがひ給ししるしに
V01,P034,L08,やつゐにうせ給ぬればまたこれをかなしひ覚す
V01,P034,L09,ことかぎりなしみこむつになり給としなれば
V01,P034,L10,この度は覚ししりて恋なき給ふ年比なれむつ
V01,P034,L11,びきこえ給へるを。みたてまつりをくかなしひを
V01,P035,L01,なん返々の給ひけるいまはうちにのみさふらひ給
V01,P035,L02,なゝつになり給へば。ふみはじめなどせさせ給ひて。
V01,P035,L03,世にしらずさとうかしこくおはすれば。あまりに
V01,P035,L04,おそろしきまで御覧ず今はたれも＋＋えにく
V01,P035,L05,みたまはじ。はゝ君＄なくてだにらうたうし給へとて。
V01,P035,L06,弘徽殿などにもわたらせ給ふ御ともにはやがて
V01,P035,L07,みすのうちにいれたてまつり給。いみじきものゝふ
V01,P035,L08,あたかたきなりとも。みてはうちゑまれぬべきさま
V01,P035,L09,のし給へればえさしはなちたまはず女御子たち
V01,P035,L10,ふた所此御はらにおはしませどなずらひ給べき
V01,P035,L11,だにぞなかりける。御かた＋＋＄もかくれ給はず。いまよ
V01,P036,L01,りなまめかしうはづかしげにおはすればいとおか
V01,P036,L02,しううちとけぬあそびぐさに。たれも＋＋思ひ
V01,P036,L03,聞え給へりわざとの御がくもんはさるものにて
V01,P036,L04,ことふえのねにも雲ゐをひゞかしすべていひつゞ
V01,P036,L05,けば。こと＋＋しううたてぞなりぬべきひとの御
V01,P036,L06,さまなりける。そのころこまうどのまいれるがなか
V01,P036,L07,に。かしこきさうにんありけるをきこしめして。
V01,P036,L08,宮のうちにめさむことは。うだのみかどの御いまし
V01,P036,L09,めあればいみじうしのびてこのみこを鴻臚館に
V01,P036,L10,つかはしたり。御うしろみたちてつかうまつる。
V01,P036,L11,右大辨のこのやうにおもはせてゐてたてまつる
V01,P038,L01,相人おどろきてあまたたびかたふきあやしふ
V01,P038,L02,くにのおやと成て帝王のかみなきくらゐにのぼ
V01,P038,L03,るべき相おはします人のそなたにてみればみだれ
V01,P038,L04,うれふることやあらん。おほやけのかためとなりて。
V01,P038,L05,天下をたすくるかたにてみればまたその相たがふべし
V01,P038,L06,といふ弁もいとざえかしこきはかせにていひかは
V01,P038,L07,したることゞもなん。いとけうありけるふみなど
V01,P038,L08,つくりかはして。けふあすかへりさりなんとするに。
V01,P038,L09,かくありがたき人にたいめんしたるよろこび。
V01,P038,L10,かへりてはかなしかるべき心ばへを。おもしろくつ
V01,P038,L11,くりたるにみこもいとあはれなるくをつくり給
V01,P039,L01,へるを。かぎりなうめでたてまつりて。いみじきを
V01,P039,L02,くりものどもをさゝげたてまつる。おほやけより
V01,P039,L03,もおほくものたまはすをのづからことひろごりても
V01,P039,L04,らさせ給はねど春宮のおほぢおとゞなどいかなる
V01,P039,L05,ことにかとおぼしうたがひてなんありける。みかど
V01,P039,L06,かしこき御心にやまとさうをおほせておぼし
V01,P039,L07,よりにけるすぢなればいまゝでこのきみをみこにも
V01,P039,L08,なさせ給はざりけるを相人はまことにかしこかり
V01,P039,L09,けりと覚しあはせて無品親王の外戚のよせなきにて
V01,P039,L10,はたゞよはさじ。わが御世もいとさだめなきを。たゝ人
V01,P039,L11,にておほやけの御うしろみをするなん行さきも
V01,P040,L01,たのもしげなることゝおぼしさだめて。いよ＋＋みち
V01,P040,L02,＋＋のざえをならはさせ給ふ。きはことにかしこく
V01,P040,L03,て。たゝ人にはいとあたらしけれど。みことなりた
V01,P040,L04,まひなば。世のうたがひおひ給ぬべくものし給へば。
V01,P040,L05,すくえうのかしこきみちの人にかんがへさせ給にも
V01,P040,L06,おなじさまに申せば源氏になしたてまつる
V01,P040,L07,べくおぼしをきてたり年月にそへてみや
V01,P040,L08,す所の御ことをおぼしわするゝおりなしなぐ
V01,P040,L09,さむやとさるべき人々＄をまいらせ給へど。なずら
V01,P040,L10,ひにおぼさるゝだにいとかたき世かなと。うとま
V01,P040,L11,しうのみよろづにおぼしなりぬるに先帝の
V01,P041,L01,四の宮の御かたちすぐれ給へるきこえたかくおは
V01,P041,L02,します。はゝぎさきよになくかしづききこえ給ふ
V01,P041,L03,をうへにさふらふ内侍のすけは先帝の御時の人
V01,P041,L04,にて。かの宮にもしたしうまいりなれたりければ。
V01,P041,L05,いはけなくおはしましゝ時よりみたてまつり。いま
V01,P041,L06,もほのみたてまつりてうせ給にしみやす所の御か
V01,P041,L07,たちにゝ給へる人を三代のみやづかへにつたはり
V01,P041,L08,ぬるにえみたてまつりつけぬにきさいの宮のひめ
V01,P041,L09,君こそいとようおぼえておひいでさせ給へりけれ
V01,P041,L10,ありがたきかたち人＄になんとそうしけるに。
V01,P041,L11,まことにやと御こゝろとまりてねんごろに
V01,P042,L01,きこえさせ給けり。はゝぎさきのあなおそろしや。
V01,P042,L02,春宮の女御のいとさがなくてきりつぼの更衣の
V01,P042,L03,あらはにはかなくもてなされしためしもゆゝ
V01,P042,L04,しうとおぼしつゝみて。すか＋＋しうもおぼし
V01,P042,L05,たゝざりけるほどに。きさきもうせ給ぬ。心ぼそき
V01,P042,L06,さまにておはしますにたゞわが女みこたちと
V01,P042,L07,おなじつらに思ひ聞えんと。いとねんごろにきこえ
V01,P042,L08,させたまふ。さふらふ人々＄。御うしろみたち。御せう
V01,P042,L09,との兵部卿のみこなどかく心ぼそくておはしまさ
V01,P042,L10,んよりはうちずみせさせ給て御心もなくさむ
V01,P042,L11,べくおぼしなりて。まいらせたてまつり給へり。ふぢ
V01,P043,L01,つぼときこゆ。げに御かたちありさまあやしきまで
V01,P043,L02,ぞおぼえ給へる。これは人の御きはまさりて。思ひなし
V01,P043,L03,めでたく人もえおとしめ聞え給はねばうけばり
V01,P043,L04,てあかぬ事なしかれは人もゆるしきこえざりし
