手に摘みていつしかも見む紫の根に通ひける野辺の若草,"I long to have it, to bring it in from the moor, 
The lavender that shares its roots with another.",
あしわかの浦にみるめはかたくともこは立ちながら返る波かは,"Rushes hide the sea grass at Wakanoura. 
Must the waves that seek it out turn back to sea?",
寄る波の心も知らでわかの浦に玉藻なびかんほどぞ浮きたる,"The grass at Wakanoura were rash indeed 
To follow waves that go it knows not whither.",
あさぼらけ霧立つ空のまよひにも行過ぎがたき妹が門かな,"Lost though I seem to be in the mists of dawn, 
I see your gate, and cannot pass it by.",
立ちとまり霧のまがきの過ぎうくは草の戸ざしに障りしもせじ,"So difficult to pass? Then do come in. 
No obstacle at all, this gate of grass.",
ねは見ねどあはれとぞ思ふ武蔵野の露分けわぶる草のゆかりを,"Thick are the dewy grasses of Musashi, 
Near this grass to the grass I cannot have.",
かこつべきゆへを知らねばおぼつかないかなる草のゆかりなるらん,"I do not know what it is that makes you sigh. 
And whatever grass can it be I am so near to?",
もろともに大内山は出でつれど入るかた見せぬいさよひの月,"Though together we left the heights of Mount Ouchi, 
This moon of the sixteenth night has secret ways.",
さとわかぬかげをば見れどゆく月のいるさの山をたれかたづぬる,"It sheds its rays impartially here and there, 
And who should care what mountain it sets behind?",
いくそたび君がしじまに負けぬらんものな言ひそといはぬたのみに,"Countless times your silence has silenced me. 
My hope is that you hope for something better.",
かねつきてとぢめむことはさすがにてこたえまうきぞかつはあやなき,"I cannot ring a bell enjoining silence. 
Silence, strangely, is my only answer.",
いはぬをもいふにまさると知りながらをしこめたるは苦しかりけり,"Silence. I know, is finer by far than words. 
Its sister, dumbness, at times is rather painful.",
夕霧のはるるけしきもまだ見ぬにいぶせさそふるよひの雨かな,"The gloomy evening mists have not yet cleared, 
And now comes rain, to bring still darker gloom.",
晴れぬ夜の月まつ里を思ひやれおなじ心にながめせずとも,"My village awaits the moon on a cloudy night. 
You may imagine the gloom, though you do not share it.",
朝日さす軒のたるひはとけながらなどかつららのむすぼほるらむ,"In the morning sun the icicles melt at the eaves. 
Why must the ice below refuse to melt?",
ふりにける頭の雪を見る人もおとらずぬらすあさの袖かな,"My sleeves are no less wet in the morning snow
Than the sleeves of this man who wears a crown snow.",
からころも君がこころのつらければたもとはかくぞそぼちつつのみ,"Always, always my sleeve is wet like these. 
Wet because you are so very cold.",
なつかしき色ともなしになににこのすゑつむ花を袖にふれけむ,"Red is not. I fear, my favorite color. 
Then why did I let the safflower stain my sleeve?",
くれなゐのひと花ごろも薄くともひたすらくたす名をしたてずは,"This robe of pink, but new to the dyer's hand: 
Do not soil it, please, beyond redemption.",
あはぬ夜をへだつるなかのころもでに重ねていとど見もし見よとや,"Layer on layer, the nights when I do not see you. 
And now these garments-layers yet thicker between us?",
くれなゐの花ぞあやなくうとまるる梅の立枝はなつかしけれど,"The red of the florid nose fails somehow to please, 
Though one longs for red on these soaring branches of plum.",
もの思ふにたち舞ふべくもあらぬ身の袖うちふりし心知りきや,"Through the waving, dancing sleeves could you see a heart  So stormy that it wished but to be still?""","Through the waving, dancing sleeves could you see a heart 
So stormy that it wished but to be still?"""
から人の袖ふることはとをけれど立ちゐにつけてあはれとは見き,"Of waving Chinese sleeves I cannot speak.  Each step, each motion, touched me to the heart.","Of waving Chinese sleeves I cannot speak. 
Each step, each motion, touched me to the heart."
いかさまにむかし結べるちぎりにてこの世にかかる中のへだてぞ, What legacy do we bring from former lives  That loneliness should be our lot in this one?,"What legacy do we bring from former lives 
That loneliness should be our lot in this one?"
見ても思ふ見ぬはたいかに嘆くらむこや世の人のまどふてふ闇," Sad at seeing the child, sad at not seeing.  The heart of the father, the mother, lost in darkness.","Sad at seeing the child, sad at not seeing. 
The heart of the father, the mother, lost in darkness."
よそへつつ見るに心はなぐさまで露けさまさるなでしこの花," It resembles you. I think, this wild carnation,  Weighted with my tears as with the dew.","It resembles you. I think, this wild carnation, 
Weighted with my tears as with the dew."
袖ぬるる露のゆかりと思ふにも猶うとまれぬやまとなでしこ," It serves you ill, the Japanese carnation,  To make you weep. Yet I shall not forsake it.","It serves you ill, the Japanese carnation, 
To make you weep. Yet I shall not forsake it."
君し来ば手なれの駒に刈り餌はむさかりすぎたる下葉なりとも,"  Sere and withered though these grasses be,  They are ready for your pony, should you come.","Sere and withered though these grasses be, 
They are ready for your pony, should you come."
笹分けば人やとがめむいつとなく駒なつくめる森の木がくれ," Were mine to part the low bamboo at your grove,  It would fear to be driven away by other ponies.","Were mine to part the low bamboo at your grove, 
It would fear to be driven away by other ponies."
立ち濡るる人しもあらじ東屋にうたてもかかる雨そそきかな, No one waits in the rain at my eastern cottage.  Wet are the sleeves of the one who waits within.,"No one waits in the rain at my eastern cottage. 
Wet are the sleeves of the one who waits within."
人妻はあなわづらはし東屋の真屋のあまりもなれじとぞ思ふ," On closer terms with the eaves of your eastern cottage  I would not be, for someone is there before me.","On closer terms with the eaves of your eastern cottage 
I would not be, for someone is there before me."
つつむめる名やもり出でん引きかはしかくほころぶる中の衣に, Your fickle name so wants to be known to the world  That it bursts its way through this warmly disputed garment.,"Your fickle name so wants to be known to the world 
That it bursts its way through this warmly disputed garment."
かくれなき物と知る知る夏衣きたるをうすき心とぞ見る," You taunt me, sir, with being a spectacle When you know full well that your own summer robes are showy.","You taunt me, sir, with being a spectacle
When you know full well that your own summer robes are showy."
うらみても言ふかひぞなき立かさね引きてかへりしなみのなごりに," I need not comment now upon my feelengs. The waves that came in together went out together,","I need not comment now upon my feelengs.
The waves that came in together went out together,"
あらだちし浪に心はさはがねど寄せけむ磯をいかがうらみぬ," I shall not complain of the wave that came raging in,  But of the welcoming strand I must complain.","I shall not complain of the wave that came raging in, 
But of the welcoming strand I must complain."
中絶えばかごとやおふとあやふさにはなだの帯をとりてだに見ず," Not to be charged with having taken your take,  I return this belt of indigo undamaged.","Not to be charged with having taken your take, 
I return this belt of indigo undamaged."
君にかくひきとられぬる帯なればかくて絶えぬる中とかこたむ," I doubted not that you took my indigo belt, And charge you now with taking the lady too.","I doubted not that you took my indigo belt,
And charge you now with taking the lady too."
尽きもせぬ心の闇にくるるかな雲井に人を見るにつけても, I see her disappear behind the clouds  And am left to grope my way through deepest darkness.,"I see her disappear behind the clouds 
And am left to grope my way through deepest darkness."
おほかたに花のすがたを見ましかば露も心のおかれましやは,"Could I see the blossom as other blossoms, 
Then would there be no dew to cloud my heart.",
深き夜のあはれを知るも入月のおぼろけならぬ契とぞおもふ,"Late in the night we enjoy a misty moon. 
There is nothing misty about the bond between us.",
うき身世にやがて消えなばたづねても草の原をば問はじとや思ふ,"Were the lonely one to vanish quite away, 
Would you go to the grassy moors to ask her name?",
いづれぞと露のやどりを分かむまに小笹が原に風もこそ吹け,"I wish to know whose dewy lodge it is 
Ere winds blow past the bamboo-tangled moor.",
世に知らぬ心ちこそすれ有明の月のゆくゑをそらにまがへて,"I had not known the sudden loneliness 
Of having it vanish, the moon in the sky of dawn.",
わが宿の花しなべての色ならばなにかはさらに君を待たまし,"If these blossoms of mine were of the common sort, 
Would I press you so to come and look upon them?",
梓弓いるさの山にまどふ哉ほのみし月のかげや見ゆると,"I wander lost on Arrow Mount and ask: 
May I not see the moon I saw so briefly?",
心いる方ならませば弓張りの月なき空にまよはましやは,"Only the flighty, the less than serious ones, 
Are left in the skies when the longbow moon is gone",
影をのみみたらし河のつれなきに身のうきほどぞいとど知らるる,"A distant glimpse of the River of Lustration. 
His coldness is the measure of my sorrow.",
はかりなき千尋の底の海松ぶさの生ひゆくすゑはわれのみぞ見む,"Mine it shall be, rich as the grasses beneath 
The fathomless sea, the thousand-fathomed sea.",
千尋ともいかでか知らむさだめなく満ち干る潮ののどけからぬに,"It may indeed be a thousand fathoms deep. 
How can I know, when it restlessly comes and goes?",
はかなしや人のかざせるあふひゆへ神のゆるしのけふを待ちける,"Ah, the fickleness! It summoned me 
To a meeting, the heartvine now worn by another.",
かざしける心ぞあだに思ほゆる八十氏人になべてあふひを,"Yes, fickleness, this vine of the day of meeting, 
Available to all the eighty clans.",
くやしくもかざしけるかな名のみして人だのめなる草葉ばかりを,"Vine of meeting indeed! A useless weed, 
A mouthing, its name, of empty promises.",
袖ぬるる恋ぢとかつは知りながら下り立つ田子の身づからぞうき,"I go down the way of love and dampen my sleeves, 
And go yet further, into the muddy fields.",
浅みにや人は下り立つわが方は身もそぼつまで深き恋ぢを,"You only dip into the shallow waters, 
And I quite disappear into the slough?",
なげきわび空に乱るるわが魂をむすびとどめよしたがへのつま,"Bind the hem of my robe, to keep it within, 
The grieving soul that has wandered through the skies.",
のぼりぬる煙はそれとわかねどもなべて雲ゐのあはれなる哉,">Might these clouds be the smoke that mounts from her pyre? 
They fill my heart with feelings too deep for words.",
限りあれば薄墨衣あさけれど涙ぞ袖をふちとなしける,"Weeds obey rules Mine are the shallower hue. 
But tears plunge my sleeves Into the deepest wells.",
人の世をあはれときくも露けきにをくるる袖を思ひこそやれ,"I too am in tears, at the thought of her sad, short life. 
Moist the sleeves of you whom she left behind.",
とまる身も消えしもおなじ露の世に心をくらむほどぞはかなき,"We go, we stay, alike of this world of dew. 
We should not let it have such a hold upon us.",
雨となりしぐるる空のうき雲をいづれの方とわきてながめむ,"Is she the rain? Where in these stormy skies, 
To which of these brooding clouds may I look to find her?",
見し人の雨となりにし雲井さへいとど時雨にかきくらす比,"It is a time of storms when even the clouds 
To which my lady has risen are blotted away.",
草枯れのまがきに残るなでしこを別れし秋のかたみとぞ見る,"Carnations at the wintry hedge remind me 
Of an autumn which we leave too far behind.",
いまも見てなかなか袖をくたすかな垣ほ荒れにし大和なでしこ,"I see them, and my sleeves are drenched afresh, 
The wild carnations at the wasted hedge.",
わきてこの暮れこそ袖は露けけれ物おもふ秋はあまたへぬれど,"Many a desolate autumn have I known, 
But never have my tears flowed as tonight.",
秋霧にたちをくれぬと聞きしより時雨る空もいかがとぞ思ふ,"I knew that the autumn mists had faded away, 
And looked for you in the stormy autumn skies.",
なき玉ぞいとどかなしき寝し床のあくがれがたき心ならひに,"Weeping beside the pillow of one who is gone, 
I may not go, so strong the ties, myself.",
君なくて塵積もりぬるとこなつの露うち払ひいく夜寝ぬらむ,"The dust piles on the now abandoned bed. 
How many dew-drenched nights have I slept alone!",
あやなくもへだてけるかな夜を重ねさすがになれし夜の衣を,"Many have been the nights we have spent together 
Purposelessly, these coverlets between us.",
あまた年けふあらためし色ごろもきては涙ぞふるここちする,"Yet once again I put on robes for the new, 
And tears are falling for all that went with the old.",
あたらしき年ともいはずふる物はふりぬる人の涙なりけり,"The New Year brings renewal, I know, and yet 
The same old tears still flow from the same old woman.",
神垣はしるしの杉もなきものをいかにまがへておれるさか木ぞ,"You err with your sacred tree and sacred gate. 
No beckoning cedars stand before my house.",
少女子があたりと思へばさか木葉の香をなつかしみとめてこそおれ,"Thinking to find you here with the holy maidens, 
I followed the scent of the leaf of the sacred tree.",
あかつきの別れはいつも露けきをこは世に知らぬ秋の空かな,"A dawn farewell is always drenched in dew, 
But sad is the autumn sky as never before.",
おほかたの秋の別れもかなしきになく音なそへそ野辺の松虫,"An autumn farewell needs nothing to make it sadder. 
Enough of your songs, O crickets on the moors!",
やしまもる国つ御神もこころあらばあかぬ別れの中をことはれ,"If my lady the priestess, surveying her manifold realms. 
Has feelings for those below, let her feel for me.",
国つ神空にことはる中ならばなをざりごとをまづやたださむ,"If a lord of the land is watching from above. 
This pretense of sorrow will not have escaped his notice.",
そのかみをけふはかけじと忍ぶれど心のうちにものぞかなしき,"Tue things of the past are always of the past. 
I would not think of them. Yet sad is my heart.",
ふりすててけふはゆくとも鈴鹿河八十瀬の浪に袖はぬれじや,"You throw me off; but will they not wet your sleeves, 
The eighty waves of the river Suzuka?",
鈴鹿河八十瀬のなみにぬれぬれず伊勢までたれか思ひをこせむ,"And who will watch us all the way to Ise, 
To see if those eighty waves have done their work?",
行く方をながめもやらむこの秋は逢坂山を霧なへだてそ,"I see her on her way. Do not, O mists, 
This autumn close off the Gate of the Hill of Meeting.",
かげ広みたのみし松や枯れにけん下葉ちり行としの暮哉,"Withered the pine whose branches gave us shelter? 
Now at the end of the year its needles fall.",
さえわたる池のかがみのさやけきに見なれしかげを見ぬぞかなしき,"Clear as a mirror these frozen winter waters. 
The figure they once reflected is no more.",
年くれて岩井の水もこほりとぢ見し人かげのあせも行かな,"At the end of the year the springs are silenced by ice. 
And gone are they whom we saw among the rocks.",
心から方方袖をぬらすかなあくとをしふる声につけても,"They say that it is dawn, that you grow weary. 
I weep, my sorrows wrought by myself alone.",
嘆きつつわがよはかくて過ぐせとや胸のあくべき時ぞともなく,"You tell me that these sorrows must not cease? 
My sorrows, my love will neither have an ending.",
逢ふことのかたきをけふにかぎらずはいまいく世をか嘆きつつへん,"If other days must be as this has been, 
I still shall be weeping two and three lives hence.",
ながきよのうらみを人に残してもかつは心をあだと知らなむ,"Remember that the cause is in yourself 
Of a sin which you say I must bear through lives to come.",
あさぢふの露のやどりに君ををきてよもの嵐ぞ静心なき,"In lodgings frail as the dew upon the reeds 
I left you, and the four winds tear at me.",
風ふけばまづぞみだるる色かはるあさぢが露にかかるささがに,"Weak as the spider's thread upon the reeds, 
The dew-drenched reeds of autumn, I blow with the winds.",
かけまくはかしこけれどもその神の秋おもほゆる木綿襷かな,"The gods will not wish me to speak of them, perhaps, 
But I think of sacred cords of another autumn.",
その神やいかがはありし木綿襷心にかけてしのぶらんゆへ,"Another autumn―what can this refer to? 
A secret hoard of thoughts of sacred cords?",
九重に霧やへだつる雲のうへの月をはるかに思やるかな,"Ninefold mists have risen and come between us. 
I am left to imagine the moon beyond the clouds.",
月影は見し夜の秋にかはらぬをへだつる霧のつらくもあるかな,"The autumn moon is the autumn moon of old. 
How cruel the mists that will not let me see it.",
木枯らしの吹くにつけつつ待ちしまにおぼつかなさのころもへにけり,"Anxious, restless days. A gust of wind, 
And yet another, bringing no word from you.",
あひ見ずてしのぶるころの涙をもなべての空の時雨とや見る,"Deceive yourself not into thinking them autumn showers, 
The tears I weep in hopeless longing to see you.",
別にしけふはくれども見し人にゆきあふほどをいつとたのまん,"We greet once more the day of the last farewell, 
And when, in what snows, may we hope for a day of meeting?",
ながらふるほどはうけれどゆきめぐりけふはその世にあふ心ちして,"To live these months without him has been sorrow. 
But today seems to bring a return of the days of old.",
月のすむ雲井をかけてしたふともこのよの闇に猶やまどはむ,"My heart is with her in the moonlight above the clouds, 
And yet it stays with you in this darker world.",
おほふかたのうきにつけてはいとへどもいつかこの世をそむきはつべき,"Though I leave behind a world I cannot endure, 
My heart remains with him, till of that world.",
ながめかるあまの住みかと見るからにまづしほたるる松がうら島,"Briny my sleeves at the pines of Urashima 
As those of the fisherfolk who take the sea grass.",
ありし世のなごりだになき浦島にたち寄る浪のめづらしきかな,"How strange that waves yet come to Urashima, 
When all the things of old have gone their way.",
それもがとけさひらけたる初花におとらぬ君がにほひをぞ見る,"I might have met the first lily of spring,he says.
I look upon a flower no less pleasing.",
時ならでけさ咲花は夏の雨にしほれにけらしにほふほどなく,"The plant of which you speak bloomed very briefly. 
It opened at dawn to wilt in the summer rains,",
おち返りえぞ忍ばれぬほととぎすほの語らひし宿の垣根に,"Back at the fence where once it sang so briefly, 
The cuckoo is impelled to sing again.",
ほととぎす言問ふ声はそれなれどあなおぼつかなさみだれの空,"It seems to be a cuckoo we knew long ago. 
But alas, under rainy skies we cannot be sure.",
橘の香をなつかしみほととぎす花散る里をたづねてぞとふ,"It catches the scent of memory, and favors 
The village where the orange blossoms fall.",
人目なく荒れたる宿はたちばなの花こそ軒のつまとなりけれ,"The orange blossoms at the eaves have brought you 
To a dwelling quite forgotten by the world.",
鳥辺山もえし煙もまがふやとあまの塩焼くうらみにぞ行く,"There on the shore, the salt burners' fires await me. 
Will their smoke be as the smoke over Toribe Moor?",
なき人の別れやいとど隔たらむ煙となりし雲井ならでは,"Farther retreats the day when we bade her goodbye, 
For now you depart the skies that received the smoke.",
身はかくてさすらへぬとも君があたり去らぬ鏡の影は離れじ,"I now must go into exile In this mirror 
An image of me will yet remain beside you.",
別れても影だにとまるものならば鏡を見てもなぐさめてまし,"If when we part an image yet remains, 
Then will I find some comfort in my sorrow.",
月影の宿れる袖はせばくともとめても見ばやあかぬ光を,"Narrow these sleeves, now lodging for the moonlight. 
Would they might keep a light which I do not tire of.",
行きめぐりつゐにすむべき月影のしばし雲らむ空なながめそ,"The moon will shine upon this house once more. 
Do not look at the clouds which now conceal it:",
あふ瀬なきなみだの河に沈みしや流るるみおのはじめなりけむ,"Snagged upon the shoals of this river of tears, 
I cannot see you. Deeper waters await me.",
なみだがは浮かぶみなはも消えぬべし流れてのちの瀬をも待たずて,"The foam on the river of tears will disappear 
Short of the shoals of meeting that wait downstream.",
見しはなくあるはかなしき世の果てを背きしかひもなくなくぞ経る,"The one whom I served is gone, the other must go. 
Farewell to the world was no farewell to its sorrows.",
別れしにかなしき事は尽きにしをまたぞこの世のうさはまされる,"The worst of grief for him should long have passed. 
And now I must leave the world where dwells the child.",
ひき連れて葵かざししそのかみを思へばつらし賀茂の瑞垣,"There was heartvine in our caps. I led your horse. 
And now at this jeweled fence I berate the gods.",
うき世をばいまぞ別るるとどまらむ名をばただすの神にまかせて,"I leave this world of gloom. I leave my name 
To the offices of the god who rectifies.",
なきかげやいかが見るらむよそへつつながむる月も雲がくれぬる,"And how does he look upon me? I raise my eyes. 
And the moon now vanishes behind the clouds.",
いつかまた春のみやこの花を見ん時うしなへる山がつにして,"When shall I, a ragged, rustic outcast, 
See again the blossoms of the city?",
咲きてとく散るはうけれどゆく春は花のみやこを立ち帰り見よ,"Quickly the blossoms fall. Though spring departs, 
You will come again. I know, to a city of flowers.",
生ける世の別れを知らで契りつつ命を人にかぎりけるかな,"At least for this life we might make our vows, we thought. 
And so we vowed that nothing would ever part us.",
おしからぬ命にかへて目の前の別れをしばしとどめてしかな,"I would give a life for which I have no regrets 
If it might postpone for a little the time of parting.",
唐国に名を残しける人よりもゆくゑしられぬ家居をやせむ,"More remote I fear, my place of exile 
Than storied ones in lands beyond the seas.",
ふるさとを峰の霞はへだつれどながむる空はおなじ雲井か,"Mountain mists cut off that ancient village. 
Is the sky I see the sky that shelters it?",
松島のあまの苫屋もいかならむ須磨の浦人しほたるるころ,"Briny our sleeves on the Suma strand; and yours 
In the fisher cots of thatch at Matsushima?",
こりずまの浦のみるめのゆかしきを塩焼くあまやいかが思はん,"At Suma unchastened, one longs for the deep-lying sea pine. 
And she, the fisher lady burning salt?",
しほたるることをやくにて松島に年ふるあまもなげきをぞつむ,"The nun of Matsushima burns the brine 
And fuels the fires with the logs of her lamenting,",
浦にたくあまたにつつむこひなればくゆる煙よ行く方ぞなき,"The fisherwife burns salt and hides her fires 
And strangles, for the smoke has no escape.",
浦人のしほくむ袖にくらべみよ波路へだつる夜のころもを,"Taking brine on that strand, let him compare 
His dripping sleeves with these night sleeves of mine.",
うきめ刈る伊勢をの海人を思ひやれ藻塩たるてふ須磨の浦にて,"Imagine, at Suma of the dripping brine, 
The woman of Ise, gathering briny sea grass.",
伊勢島や潮干の潟にあさりてもいふかひなきは我身なりけり,"The tide recedes along the coast of Ise. 
No hope, no promise in the empty shells.",
伊勢人の浪のうへこぐ小舟にもうきめは刈らで乗らましものを,"With the lady of Ise I might have ridden small boats 
That row the waves, and avoided dark sea tangles.",
